Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
novembro 2015,1.17 Trigo,Santa Catarina,78136,78136,230554,2951
novembro 2015,15 Fumo,Santa Catarina,116298,116388,255952,2201
dezembro 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
dezembro 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
dezembro 2015,1.9 Feijao (2 Safra),Santa Catarina,25403,25743,42011,1654
dezembro 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
dezembro 2015,1.13 Milho (1 Safra),Santa Catarina,404487,404487,3076480,7606
dezembro 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
dezembro 2015,1.15 Soja,Santa Catarina,608483,608641,2000323,3287
dezembro 2015,1.17 Trigo,Santa Catarina,72761,76726,149160,2050
dezembro 2015,15 Fumo,Santa Catarina,116298,116388,255952,2201
janeiro 2016,1.4 Arroz,Santa Catarina,147601,147646,1064326,7211
janeiro 2016,1.8 Feijao (1 Safra),Santa Catarina,46355,47782,93030,2007
janeiro 2016,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
janeiro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
janeiro 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
janeiro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
janeiro 2016,1.15 Soja,Santa Catarina,635000,635000,2095500,3300
janeiro 2016,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
janeiro 2016,15 Fumo,Santa Catarina,111394,113044,221925,1992
fevereiro 2016,1.4 Arroz,Santa Catarina,147601,147646,1064326,7211
fevereiro 2016,1.8 Feijao (1 Safra),Santa Catarina,46355,47782,93030,2007
fevereiro 2016,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
fevereiro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
fevereiro 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
fevereiro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
fevereiro 2016,1.15 Soja,Santa Catarina,635000,635000,2095500,3300
fevereiro 2016,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
fevereiro 2016,15 Fumo,Santa Catarina,111394,113044,221925,1992
marco 2016,1.4 Arroz,Santa Catarina,147714,147761,1054768,7141
marco 2016,1.8 Feijao (1 Safra),Santa Catarina,44737,46735,83247,1861
marco 2016,1.9 Feijao (2 Safra),Santa Catarina,26231,26231,44246,1687
marco 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
marco 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
marco 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
marco 2016,1.15 Soja,Santa Catarina,645000,645000,2128500,3300
marco 2016,1.17 Trigo,Santa Catarina,68775,74520,131518,1912
marco 2016,15 Fumo,Santa Catarina,110556,111993,193771,1753
abril 2016,1.4 Arroz,Santa Catarina,147714,147761,1054768,7141
abril 2016,1.8 Feijao (1 Safra),Santa Catarina,44737,46735,83247,1861
abril 2016,1.9 Feijao (2 Safra),Santa Catarina,26231,26231,44246,1687
abril 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
abril 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
abril 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
abril 2016,1.15 Soja,Santa Catarina,645000,645000,2128500,3300
abril 2016,1.17 Trigo,Santa Catarina,68775,74520,131518,1912
abril 2016,15 Fumo,Santa Catarina,110556,111993,193771,1753
maio 2016,1.4 Arroz,Santa Catarina,147714,147761,1054768,7141
maio 2016,1.8 Feijao (1 Safra),Santa Catarina,44737,46735,83247,1861
maio 2016,1.9 Feijao (2 Safra),Santa Catarina,26231,26231,44246,1687
maio 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
maio 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
maio 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
maio 2016,1.15 Soja,Santa Catarina,645000,645000,2128500,3300
maio 2016,1.17 Trigo,Santa Catarina,68775,74520,131518,1912
maio 2016,15 Fumo,Santa Catarina,110556,111993,193771,1753
junho 2016,1.4 Arroz,Santa Catarina,147436,147483,1049602,7119
junho 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81229,1817
junho 2016,1.9 Feijao (2 Safra),Santa Catarina,26633,26933,42598,1599
junho 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
junho 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2701000,7300
junho 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
junho 2016,1.15 Soja,Santa Catarina,660661,660664,2140061,3239
junho 2016,1.17 Trigo,Santa Catarina,59946,59946,173932,2901
junho 2016,15 Fumo,Santa Catarina,109389,110826,195273,1785
julho 2016,1.4 Arroz,Santa Catarina,147436,147483,1049602,7119
julho 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81229,1817
julho 2016,1.9 Feijao (2 Safra),Santa Catarina,26633,26933,42598,1599
julho 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
julho 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2701000,7300
julho 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
julho 2016,1.15 Soja,Santa Catarina,660661,660664,2140061,3239
julho 2016,1.17 Trigo,Santa Catarina,59946,59946,173932,2901
julho 2016,15 Fumo,Santa Catarina,109389,110826,195273,1785
agosto 2016,1.4 Arroz,Santa Catarina,147436,147483,1049602,7119
agosto 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81229,1817
agosto 2016,1.9 Feijao (2 Safra),Santa Catarina,26633,26933,42598,1599
agosto 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
agosto 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2701000,7300
agosto 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
agosto 2016,1.15 Soja,Santa Catarina,660661,660664,2140061,3239
agosto 2016,1.17 Trigo,Santa Catarina,59946,59946,173932,2901
agosto 2016,15 Fumo,Santa Catarina,109389,110826,195273,1785
setembro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
setembro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
setembro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
setembro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
setembro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
setembro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
setembro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
setembro 2016,1.17 Trigo,Santa Catarina,63379,63379,194136,3063
setembro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
outubro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
outubro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
outubro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
outubro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
outubro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
outubro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
outubro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
outubro 2016,1.17 Trigo,Santa Catarina,63379,63379,194136,3063
outubro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
novembro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
novembro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
novembro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
novembro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
novembro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
novembro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
novembro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
novembro 2016,1.17 Trigo,Santa Catarina,63379,63379,194136,3063
novembro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
dezembro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
dezembro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
dezembro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
dezembro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
dezembro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
dezembro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
dezembro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
dezembro 2016,1.17 Trigo,Santa Catarina,64697,64707,216977,3354
dezembro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
janeiro 2017,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
janeiro 2017,1.8 Feijao (1 Safra),Santa Catarina,48982,48987,100651,2055
janeiro 2017,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
janeiro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
janeiro 2017,1.13 Milho (1 Safra),Santa Catarina,377138,377138,2910600,7718
janeiro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
janeiro 2017,1.15 Soja,Santa Catarina,647158,647158,2220414,3431
janeiro 2017,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
janeiro 2017,15 Fumo,Santa Catarina,112536,112536,247494,2199
fevereiro 2017,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
fevereiro 2017,1.8 Feijao (1 Safra),Santa Catarina,48982,48987,100651,2055
fevereiro 2017,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
fevereiro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
fevereiro 2017,1.13 Milho (1 Safra),Santa Catarina,377138,377138,2910600,7718
fevereiro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
fevereiro 2017,1.15 Soja,Santa Catarina,647158,647158,2220414,3431
fevereiro 2017,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
fevereiro 2017,15 Fumo,Santa Catarina,112536,112536,247494,2199
marco 2017,1.4 Arroz,Santa Catarina,147745,147745,1102206,7460
marco 2017,1.8 Feijao (1 Safra),Santa Catarina,49014,49020,102711,2096
marco 2017,1.9 Feijao (2 Safra),Santa Catarina,25458,25458,40045,1573
marco 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
marco 2017,1.13 Milho (1 Safra),Santa Catarina,372513,372513,3061562,8219
marco 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
marco 2017,1.15 Soja,Santa Catarina,651753,651753,2328510,3573
marco 2017,1.17 Trigo,Santa Catarina,55000,55000,132000,2400
marco 2017,15 Fumo,Santa Catarina,112466,112466,253812,2257
abril 2017,1.4 Arroz,Santa Catarina,147745,147745,1102206,7460
abril 2017,1.8 Feijao (1 Safra),Santa Catarina,49014,49020,102711,2096
abril 2017,1.9 Feijao (2 Safra),Santa Catarina,25458,25458,40045,1573
abril 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
abril 2017,1.13 Milho (1 Safra),Santa Catarina,372513,372513,3061562,8219
abril 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
abril 2017,1.15 Soja,Santa Catarina,651753,651753,2328510,3573
abril 2017,1.17 Trigo,Santa Catarina,55000,55000,132000,2400
abril 2017,15 Fumo,Santa Catarina,112466,112466,253812,2257
maio 2017,1.4 Arroz,Santa Catarina,147745,147745,1102206,7460
maio 2017,1.8 Feijao (1 Safra),Santa Catarina,49014,49020,102711,2096
maio 2017,1.9 Feijao (2 Safra),Santa Catarina,25458,25458,40045,1573
maio 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
maio 2017,1.13 Milho (1 Safra),Santa Catarina,372513,372513,3061562,8219
maio 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
maio 2017,1.15 Soja,Santa Catarina,651753,651753,2328510,3573
maio 2017,1.17 Trigo,Santa Catarina,55000,55000,132000,2400
maio 2017,15 Fumo,Santa Catarina,112466,112466,253812,2257
junho 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
junho 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
junho 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
junho 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
junho 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
junho 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
junho 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
junho 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
junho 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
julho 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
julho 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
julho 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
julho 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
julho 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
julho 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
julho 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
julho 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
julho 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
agosto 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
agosto 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
agosto 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
agosto 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
agosto 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
agosto 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
agosto 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
agosto 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
agosto 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
setembro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
setembro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
setembro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
setembro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
setembro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
setembro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
setembro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
setembro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
setembro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
outubro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
outubro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
outubro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
outubro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
outubro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
outubro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
outubro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
outubro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
outubro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
novembro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
novembro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
novembro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
novembro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
novembro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
novembro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
novembro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
novembro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
novembro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
dezembro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
dezembro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
dezembro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
dezembro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
dezembro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
dezembro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
dezembro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
dezembro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
dezembro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
janeiro 2018,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
janeiro 2018,1.8 Feijao (1 Safra),Santa Catarina,50350,50350,108144,2148
janeiro 2018,1.9 Feijao (2 Safra),Santa Catarina,23030,23225,36924,1603
janeiro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
janeiro 2018,1.13 Milho (1 Safra),Santa Catarina,346103,346103,2771096,8007
janeiro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
janeiro 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
janeiro 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
janeiro 2018,15 Fumo,Santa Catarina,113368,113368,249138,2198
fevereiro 2018,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
fevereiro 2018,1.8 Feijao (1 Safra),Santa Catarina,50350,50350,108144,2148
fevereiro 2018,1.9 Feijao (2 Safra),Santa Catarina,23030,23225,36924,1603
fevereiro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
fevereiro 2018,1.13 Milho (1 Safra),Santa Catarina,346103,346103,2771096,8007
fevereiro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
fevereiro 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
fevereiro 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
fevereiro 2018,15 Fumo,Santa Catarina,113368,113368,249138,2198
marco 2018,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
marco 2018,1.8 Feijao (1 Safra),Santa Catarina,50350,50350,108144,2148
marco 2018,1.9 Feijao (2 Safra),Santa Catarina,23030,23225,36924,1603
marco 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
marco 2018,1.13 Milho (1 Safra),Santa Catarina,346103,346103,2771096,8007
marco 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
marco 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
marco 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
marco 2018,15 Fumo,Santa Catarina,113368,113368,249138,2198
abril 2018,1.4 Arroz,Santa Catarina,146080,146080,1073549,7349
abril 2018,1.8 Feijao (1 Safra),Santa Catarina,51893,51893,98299,1894
abril 2018,1.9 Feijao (2 Safra),Santa Catarina,21909,21909,36768,1678
abril 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
abril 2018,1.13 Milho (1 Safra),Santa Catarina,325107,325212,2564439,7888
abril 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
abril 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
abril 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
abril 2018,15 Fumo,Santa Catarina,106190,106290,240251,2262
maio 2018,1.4 Arroz,Santa Catarina,146080,146080,1073549,7349
maio 2018,1.8 Feijao (1 Safra),Santa Catarina,51893,51893,98299,1894
maio 2018,1.9 Feijao (2 Safra),Santa Catarina,21909,21909,36768,1678
maio 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
maio 2018,1.13 Milho (1 Safra),Santa Catarina,325107,325212,2564439,7888
maio 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
maio 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
maio 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
maio 2018,15 Fumo,Santa Catarina,106190,106290,240251,2262
junho 2018,1.4 Arroz,Santa Catarina,146080,146080,1073549,7349
junho 2018,1.8 Feijao (1 Safra),Santa Catarina,51893,51893,98299,1894
junho 2018,1.9 Feijao (2 Safra),Santa Catarina,21909,21909,36768,1678
junho 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
junho 2018,1.13 Milho (1 Safra),Santa Catarina,325107,325212,2564439,7888
junho 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
junho 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
junho 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
junho 2018,15 Fumo,Santa Catarina,106190,106290,240251,2262
julho 2018,1.4 Arroz,Santa Catarina,146080,146080,1073549,7349
julho 2018,1.8 Feijao (1 Safra),Santa Catarina,51893,51893,98299,1894
julho 2018,1.9 Feijao (2 Safra),Santa Catarina,21909,21909,36768,1678
julho 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
julho 2018,1.13 Milho (1 Safra),Santa Catarina,325107,325212,2564439,7888
julho 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
julho 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
julho 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
julho 2018,15 Fumo,Santa Catarina,106190,106290,240251,2262
agosto 2018,1.4 Arroz,Santa Catarina,146080,146080,1073549,7349
agosto 2018,1.8 Feijao (1 Safra),Santa Catarina,51893,51893,98299,1894
agosto 2018,1.9 Feijao (2 Safra),Santa Catarina,21909,21909,36768,1678
agosto 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
agosto 2018,1.13 Milho (1 Safra),Santa Catarina,325107,325212,2564439,7888
agosto 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
agosto 2018,1.15 Soja,Santa Catarina,676382,676382,2384295,3525
agosto 2018,1.17 Trigo,Santa Catarina,51739,51739,134666,2603
agosto 2018,15 Fumo,Santa Catarina,106190,106290,240251,2262
setembro 2018,1.4 Arroz,Santa Catarina,143575,143575,1093096,7613
setembro 2018,1.8 Feijao (1 Safra),Santa Catarina,49565,49565,91359,1843
setembro 2018,1.9 Feijao (2 Safra),Santa Catarina,21786,21786,35905,1648
setembro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
setembro 2018,1.13 Milho (1 Safra),Santa Catarina,331069,331069,2556478,7722
setembro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
setembro 2018,1.15 Soja,Santa Catarina,676093,676093,2349476,3475
setembro 2018,1.17 Trigo,Santa Catarina,53779,53779,168612,3135
setembro 2018,15 Fumo,Santa Catarina,101861,101961,231457,2272
outubro 2018,1.4 Arroz,Santa Catarina,143575,143575,1093096,7613
outubro 2018,1.8 Feijao (1 Safra),Santa Catarina,49565,49565,91359,1843
outubro 2018,1.9 Feijao (2 Safra),Santa Catarina,21786,21786,35905,1648
outubro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
outubro 2018,1.13 Milho (1 Safra),Santa Catarina,331069,331069,2556478,7722
outubro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
outubro 2018,1.15 Soja,Santa Catarina,676093,676093,2349476,3475
outubro 2018,1.17 Trigo,Santa Catarina,53779,53779,168612,3135
outubro 2018,15 Fumo,Santa Catarina,101861,101961,231457,2272
novembro 2018,1.4 Arroz,Santa Catarina,143575,143575,1093096,7613
novembro 2018,1.8 Feijao (1 Safra),Santa Catarina,49565,49565,91359,1843
novembro 2018,1.9 Feijao (2 Safra),Santa Catarina,21786,21786,35905,1648
novembro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
novembro 2018,1.13 Milho (1 Safra),Santa Catarina,331069,331069,2556478,7722
novembro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
novembro 2018,1.15 Soja,Santa Catarina,676093,676093,2349476,3475
novembro 2018,1.17 Trigo,Santa Catarina,53779,53779,168612,3135
novembro 2018,15 Fumo,Santa Catarina,101861,101961,231457,2272
dezembro 2018,1.4 Arroz,Santa Catarina,143575,143575,1093096,7613
dezembro 2018,1.8 Feijao (1 Safra),Santa Catarina,49565,49565,91359,1843
dezembro 2018,1.9 Feijao (2 Safra),Santa Catarina,21786,21786,35905,1648
dezembro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
dezembro 2018,1.13 Milho (1 Safra),Santa Catarina,331069,331069,2556478,7722
dezembro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
dezembro 2018,1.15 Soja,Santa Catarina,676093,676093,2349476,3475
